id,num_words,score,date,homicidios_fuentes_gobierno,homicidios_fuentes_abiertas
20201028,3426,0.1539843168271624,28102020,95.0,128.0
20201029,5683,0.5941610659982847,29102020,50.0,60.0
20201030,2568,0.1721514838674794,30102020,70.0,84.0
20201103,7603,0.2397504587212334,03112020,,
20201104,5103,0.2401770471651916,04112020,,
20201105,3772,0.1935625938390907,05112020,,
20201106,2718,0.3718519675083782,06112020,,
20201107,2366,0.3760189396985198,07112020,,
20201109,4949,0.2383891230886397,09112020,,
20201110,6492,0.3294349412425704,10112020,71.0,79.0
20201111,8756,0.3847635696180488,11112020,87.0,93.0
20201112,4154,0.0774176014959812,12112020,70.0,64.0
20201113,5150,0.1755661590915659,13112020,62.0,70.0
20201114,3069,0.465575582249009,14112020,81.0,70.0
20201116,4721,0.1698454158429218,16112020,72.0,67.0
20201117,6605,0.4766580125819081,17112020,91.0,82.0
20201118,2346,0.1028066035538263,18112020,57.0,72.0
20201119,6161,0.3712592575861059,19112020,76.0,73.0
20201120,2530,0.3074347189587095,20112020,57.0,72.0
20201123,3609,0.3023758919018766,23112020,76.0,105.0
20201124,8286,0.3247426592526228,24112020,90.0,77.0
20201126,5883,0.1365572882994361,26112020,83.0,68.0
20201127,2720,0.2823295976999013,27112020,77.0,63.0
20201130,5370,0.7127580865440161,30112020,79.0,76.0
20201202,4792,0.1561178464118553,02122020,,
20201203,4174,0.3709891578360744,03122020,,
20201204,2535,0.1865261825789576,04122020,,
20201207,3390,0.1865050814948652,07122020,,
20201208,5811,0.3988175377249717,08122020,,
20201209,3570,0.1068517929736686,09122020,,
20201210,4994,0.1531232692495636,10122020,71.0,72.0
20201211,3457,0.1535740130751029,11122020,79.0,68.0
20201214,4783,0.2452724964236435,14122020,77.0,72.0
20201215,4703,0.2059085341802109,15122020,48.0,68.0
20201216,2238,0.3282289636264676,16122020,72.0,62.0
20201217,2816,0.3979645957830159,17122020,66.0,70.0
20201218,4336,0.6367701018504474,18122020,72.0,63.0
20201221,3441,0.2464047156922195,21122020,69.0,79.0
20201222,4732,0.352350072465513,22122020,56.0,69.0
20201223,3515,0.2323932140676871,23122020,76.0,72.0
20201224,5206,0.1684840802103281,24122020,50.0,58.0
20201228,2174,0.1115632671117782,28122020,90.0,64.0
20201229,6002,0.3338624391348465,29122020,72.0,70.0
20201230,5221,0.1806101845528768,30122020,72.0,62.0
