"id","num_words","score","dates","homicides_gov","homicides_open","nnet_score"
20220726,6030,0.616960163,2022-07-26,60,69,0.518150878911433
20220727,4827,0.258943694,2022-07-27,66,61,0.588542861977349
20220728,5253,0.472727778,2022-07-28,79,66,0.403720096349716
20220729,1616,0.208267171,2022-07-29,63,60,0.238739574357219
20220801,4684,0.334003231,2022-08-01,63,75,0.569944715940434
20220802,5183,0.264559313,2022-08-02,74,60,0.357905780860911
20220803,4324,0.387294437,2022-08-03,86,68,0.406032434494599
20220804,5660,0.158709535,2022-08-04,74,71,0.377481213989465
20220805,4813,0.310622524,2022-08-05,90,77,0.47897340502428
20220808,5927,0.247289992,2022-08-08,81,76,0.624988149287908
20220809,7691,0.309283509,2022-08-09,53,60,0.432640475695548
20220810,4593,0.176601258,2022-08-10,64,64,0.503264115478681
20220811,5699,0.603537759,2022-08-11,81,66,0.426034382646498
20220812,3674,0.370096569,2022-08-12,62,66,0.426518430061962
20220815,4935,0.637002346,2022-08-15,70,62,0.543795113045236
20220816,6263,0.365268459,2022-08-16,62,69,0.39949706017971
20220817,5712,0.550815416,2022-08-17,63,61,0.470450916510561
20220818,6059,0.301837249,2022-08-18,85,81,0.413450911939144
20220819,6718,0.515909906,2022-08-19,65,64,0.445142655100511
20220822,5139,0.505711195,2022-08-22,78,65,0.476659774676613
20220823,4863,0.294399388,2022-08-23,83,74,0.431785507344681
20220824,4206,0.490340825,2022-08-24,96,93,0.288124686660974
20220825,5323,0.472727778,2022-08-25,58,62,0.295693676361571
20220826,5206,0.138435285,2022-08-26,66,64,0.402699021204658
20220829,3951,0.10801446,2022-08-29,98,76,0.473004133001618
20220830,4871,0.29563356,2022-08-30,71,63,0.393426878866942
20220831,3735,0.503560324,2022-08-31,78,75,0.429879566975262
20220902,7300,0.671334294,2022-09-02,77,73,0.477348812442759
20220905,4605,0.185960066,2022-09-05,67,61,0.515308443942796
20220906,6945,0.298464864,2022-09-06,68,73,0.518138309302537
20220907,3303,0.169845416,2022-09-07,70,61,0.399174303166244
20220908,5435,0.608294534,2022-09-08,74,79,0.384549210797185
20220909,4468,0.162861956,2022-09-09,76,64,0.328953125813733
20220912,4777,0.584214922,2022-09-12,70,73,0.51094814059527
20220913,5115,0.639294009,2022-09-13,74,81,0.428689448211504
20220914,4014,0.651884528,2022-09-14,102,67,0.388171725091727
20220915,5349,0.653474466,2022-09-15,68,81,0.468101045748462
20220919,5439,0.400418342,2022-09-19,75,67,0.524127669204836
20220920,6631,0.661540278,2022-09-20,82,71,0.388263706435328
20220921,4705,0.17262838,2022-09-21,91,66,0.555170491622842
20220922,5167,0.442052382,2022-09-22,77,69,0.454625896383887
20220923,4862,0.113168095,2022-09-23,86,85,0.532065788377886
20220926,4399,0.176558351,2022-09-26,60,98,0.409590632332408
20220927,5349,0.549900008,2022-09-27,79,76,0.538945475998132
20220928,5048,0.481419574,2022-09-28,85,88,0.538692439198494
20220929,5624,0.465470356,2022-09-29,83,60,0.528124804833661
20220930,2957,0.262291409,2022-09-30,73,65,0.380436276177997
20221003,4618,0.507807442,2022-10-03,78,65,0.535620168343834
20221004,5699,0.190673551,2022-10-04,71,75,0.535402960803198
20221005,4696,0.365268459,2022-10-05,87,64,0.578988725750343
20221006,6432,0.561693531,2022-10-06,63,64,0.505960355323294
20221007,1629,0.226990441,2022-10-07,70,50,0.242060006882833
20221010,4009,0.579297151,2022-10-10,78,96,0.456206377861292
20221011,5550,0.109479311,2022-10-11,74,88,0.515625033624794
20221012,4792,0.603537759,2022-10-12,68,80,0.405089302671992
20221013,5524,0.378353422,2022-10-13,86,71,0.496330860179403
20221014,4735,0.693276015,2022-10-14,93,63,0.4544472199808
20221017,6565,0.588508031,2022-10-17,88,75,0.580618898298429
20221018,4758,0.420591742,2022-10-18,53,72,0.358186100760232
20221019,4934,0.176648526,2022-10-19,73,83,0.400674785544043
20221020,5932,0.792723471,2022-10-20,74,64,0.323425728406595
20221021,3598,0.290407099,2022-10-21,77,87,0.348357400809941
20221024,5591,0.240208031,2022-10-24,82,75,0.564478345746579
20221025,6325,0.364124007,2022-10-25,91,80,0.629997020959854
20221026,5018,0.171772164,2022-10-26,88,75,0.584972740632036
20221027,7396,0.753402563,2022-10-27,92,107,0.417339678743611
20221028,5973,0.672478716,2022-10-28,77,56,0.466911338140135
20221031,4963,0.627396933,2022-10-31,92,111,0.596561861297359
20221101,4853,0.21637849,2022-11-01,59,62,0.406789841535299
20221103,6209,0.240208031,2022-11-03,91,104,0.438614622846894
20221104,4921,0.365268459,2022-11-04,82,92,0.575195993107298
20221107,5656,0.582152684,2022-11-07,70,104,0.590466658239779
20221108,7460,0.685728376,2022-11-08,56,64,0.497934542570425
20221109,4134,0.256341109,2022-11-09,64,79,0.450249557974546
20221110,6643,0.671334294,2022-11-10,55,68,0.552802764967732
20221111,6764,0.477211751,2022-11-11,75,85,0.582603545564672
20221114,5748,0.54934624,2022-11-14,70,0,0.665978348734586
20221115,5026,0.400828323,2022-11-15,55,60,0.439001343898151
20221116,3254,0.29977272,2022-11-16,55,69,0.398655131329661
20221117,6443,0.483604836,2022-11-17,63,62,0.48537544750649
20221118,6039,0.148195689,2022-11-18,68,67,0.502737014215925
20221121,6021,0.489376753,2022-11-21,75,68,0.643457427465397
20221122,5245,0.595602107,2022-11-22,72,110,0.29842213317104
20221123,4963,0.512766681,2022-11-23,58,68,0.386283934297769
20221124,6216,0.732537717,2022-11-24,71,66,0.531199307674947
20221125,3582,0,2022-11-25,68,62,0
20221128,5225,0.542399534,2022-11-28,62,72,0.640705505428107
20221129,4941,0.317966524,2022-11-29,81,75,0.459136212727298
20221130,3315,0.407973382,2022-11-30,61,73,0.334230893137662
20221201,5846,0.235470874,2022-12-01,68,65,0.403509291086508
20221202,3578,0.609683828,2022-12-02,72,53,0.375537388583888
20221205,4623,0.678199533,2022-12-05,92,75,0.552511431976505
20221206,5137,0.099615406,2022-12-06,78,71,0.470897490045299
20221207,5592,0.548888683,2022-12-07,82,77,0.570787173418895
20221208,5969,0.548888683,2022-12-08,80,85,0.475868594154068
20221209,6398,0.482036425,2022-12-09,71,54,0.555421590118304
20221213,5963,0.158658346,2022-12-13,58,69,0.607662470573964
20221214,3315,0.35945801,2022-12-14,60,62,0.36441134640704
20221215,4496,0.588261279,2022-12-15,79,61,0.400633200109005
20221216,5541,0.106806801,2022-12-16,76,60,0.572641601886438
20221219,5493,0.418119699,2022-12-19,107,97,0.589991597507311
20221220,7071,0.306166539,2022-12-20,71,97,0.264099288932655
20221221,4410,0.280471909,2022-12-21,66,66,0.516949776424014
20221222,6735,0.620729108,2022-12-22,65,70,0.374927821288938
20221223,7186,0.615729105,2022-12-23,59,63,0.66100125350382
20221226,7087,0.3904554,2022-12-26,81,78,0.595076063042102
20221227,4995,0.64089076,2022-12-27,66,68,0.422769984732503
20221228,41,0.047862325,2022-12-28,68,96,0.147093483957907
20221230,4140,0.459268957,2022-12-30,84,86,0.331705635215925
20230102,6372,0.246506183,2023-01-02,93,91,0.522201464746309
20230105,2986,0.233484949,2023-01-05,77,77,0.304644970621752
20230109,5500,0.43654701,2023-01-09,72,97,0.439778016507626
20230112,7168,0.42961863,2023-01-12,66,74,0.522898901830549
20230113,2925,0.532378149,2023-01-13,59,72,0.395717425773973
20230116,6629,0.27524351,2023-01-16,85,90,0.598504923128563
20230117,6272,0.634278324,2023-01-17,66,82,0.416464681249598
20230118,5295,0.308681871,2023-01-18,57,71,0.577454352417718
20230120,6584,0.609258576,2023-01-20,59,69,0.484543562596259
20230123,6424,0.618861405,2023-01-23,70,93,0.598503278506839
20230124,5001,0.232121602,2023-01-24,62,63,0.576849718987942
20230125,6223,0.171664323,2023-01-25,74,66,0.737903412930343
20230126,6561,0.632916988,2023-01-26,62,60,0.485348898612935
20230127,3163,0.361639395,2023-01-27,79,59,0.214108720888262
20230130,6154,0.210291231,2023-01-30,88,96,0.603774349870889
20230131,3758,0.229319666,2023-01-31,67,65,0.413719044016755
20230201,3692,0.444492971,2023-02-01,82,87,0.498828688160233
20230202,4199,0.146441788,2023-02-02,67,74,0.566288075745106
20230203,4041,0.304019075,2023-02-03,65,74,0.547402355852334
20230206,4929,0.394668157,2023-02-06,57,59,0.480163817470488
20230207,6790,0.200764569,2023-02-07,69,71,0.349397242263607
20230208,5808,0.22323994,2023-02-08,81,67,0.440002624846023
20230209,1439,0.258910595,2023-02-09,84,82,0.285995988152597
20230210,4115,0.301829995,2023-02-10,92,77,0.354339800438155
20230213,5301,0.173611967,2023-02-13,50,70,0.35824172421642
20230214,5662,0.476658013,2023-02-14,76,59,0.54962048066699
20230215,4825,0.701795919,2023-02-15,65,72,0.49252784865058
20230216,5002,0.412259971,2023-02-16,61,62,0.4705104165751
20230217,5358,0.667705554,2023-02-17,64,69,0.384212004607138
20230220,7959,0.303848592,2023-02-20,72,78,0.555856005199577
20230221,3480,0.302950012,2023-02-21,78,70,0.430377241256444
20230222,3914,0.31202013,2023-02-22,69,65,0.446524665977644
20230223,4610,0.177563949,2023-02-23,63,67,0.527856907702011
20230224,3306,0.157859148,2023-02-24,84,65,0.482339534539243
20230227,3725,0.19862493,2023-02-27,88,74,0.433217385501965
20230228,7595,0.331981197,2023-02-28,58,73,0.658921864278938
20230301,2824,0.430830011,2023-03-01,70,51,0.318903899711111
20230302,4166,0.200764569,2023-03-02,78,78,0.461710221935873
20230303,4561,0.186987602,2023-03-03,63,62,0.545598793185275
20230306,5307,0.246553466,2023-03-06,74,85,0.480896731394788
20230307,6013,0.251410709,2023-03-07,76,64,0.266691036561261
20230308,5139,0.556428392,2023-03-08,71,68,0.54772857831872
20230309,3341,0.408142543,2023-03-09,71,84,0.421881242899791
20230310,4399,0.531359696,2023-03-10,70,74,0.531359696373682
20230313,5841,0.655968182,2023-03-13,59,58,0.514893764322219
20230314,5100,0.224661568,2023-03-14,65,61,0.469013517123202
20230315,4363,0.708661158,2023-03-15,72,57,0.376684247922638
20230316,5903,0.186151928,2023-03-16,74,73,0.429578894882098
20230317,4445,0.593836606,2023-03-17,64,81,0.3249566362863
20230320,7917,0.553330806,2023-03-20,73,74,0.484470200720041
20230321,4912,0.276171782,2023-03-21,70,62,0.303146485284619
20230322,5653,0.577239964,2023-03-22,75,71,0.325952513477077
20230323,2769,0.207369751,2023-03-23,80,70,0.329486923036368
20230324,3766,0.257191525,2023-03-24,76,71,0.406526702059352
20230327,7853,0.145369891,2023-03-27,73,68,0.654220008241094
20230328,6733,0.4979114,2023-03-28,66,62,0.411446529212205
20230331,3762,0.318492686,2023-03-31,105,78,0.505678772589435
20230403,5519,0.387960303,2023-04-03,73,64,0.544805321939613
20230404,7384,0.505809814,2023-04-04,82,75,0.330889814735755
20230405,5920,0.293254937,2023-04-05,58,57,0.633865229992763
20230410,6713,0.368880635,2023-04-10,70,70,0.418825535735358
20230411,5640,0.38057046,2023-04-11,69,60,0.393902468227822
20230412,4762,0.486630969,2023-04-12,64,62,0.444189185655635
20230413,4048,0.485161823,2023-04-13,74,65,0.449024138580198
20230414,6230,0.339858906,2023-04-14,63,63,0.581510283273199
20230417,6301,0.74111577,2023-04-17,66,62,0.314141838770846
20230418,5483,0.586063184,2023-04-18,60,59,0.244458188408095
20230419,6197,0.607150112,2023-04-19,77,58,0.47868113224921
20230420,3197,0.368951677,2023-04-20,69,46,0.375559884659622
20230421,3286,0.471209645,2023-04-21,59,57,0.271977614358715
20230428,7659,0.364124007,2023-04-28,60,61,0.652067374612974
20230501,9370,0.304812663,2023-05-01,81,57,0.54840134607709
20230502,6342,0.572502866,2023-05-02,88,84,0.348500747214193
20230503,3621,0.29684497,2023-05-03,65,62,0.342436322077461
20230504,6184,0.459370424,2023-05-04,78,70,0.44747096957072
20230505,5649,0.537134924,2023-05-05,78,67,0.372439861038457
20230508,6557,0.387275171,2023-05-08,73,91,0.504704334217569
20230509,4747,0.153442722,2023-05-09,67,66,0.49778840618289
20230510,2298,0.143401881,2023-05-10,65,91,0.271006347757319
20230511,5535,0.432466263,2023-05-11,78,73,0.471607144319493
20230512,6382,0.509130657,2023-05-12,83,61,0.393197512872841
20230515,7579,0.418475437,2023-05-15,59,88,0.525251650680666
20230516,6722,0.451324318,2023-05-16,73,56,0.454540023635263
20230517,5196,0.181203379,2023-05-17,44,65,0.505681826886923
20230518,4238,0.300120088,2023-05-18,75,64,0.431524012490459
20230519,4522,0.136987269,2023-05-19,75,59,0.533126334444336
20230522,4412,0.382357282,2023-05-22,76,72,0.418304131912148
20230523,4351,0.230887431,2023-05-23,76,67,0.387487092562344
20230524,5448,0.522777024,2023-05-24,86,76,0.447338871204335
20230525,5608,0.177385067,2023-05-25,80,82,0.531937801565813
20230526,5278,0.154298939,2023-05-26,74,84,0.5081787738204
20230529,5939,0.368951677,2023-05-29,91,91,0.500401005265505
20230530,5242,0.530356145,2023-05-30,79,74,0.414946519188259
20230531,3685,0.412652213,2023-05-31,90,74,0.273645613206469
20230601,4449,0.53334084,2023-06-01,71,75,0.450425591235575
20230602,4005,0.681563313,2023-06-02,76,67,0.431131476526675
20230605,4462,0.247361034,2023-06-05,73,74,0.416619158218736
20230606,3218,0.317578217,2023-06-06,83,94,0.37287791778212
20230607,4125,0.132559272,2023-06-07,79,71,0.521737622683463
20230608,6914,0.693276015,2023-06-08,63,66,0.766396954202134
20230609,3821,0.293479076,2023-06-09,76,70,0.493741873165835
20230612,6586,0.247289992,2023-06-12,95,93,0.559400399962197
20230613,5971,0.617563328,2023-06-13,55,62,0.542145909874336
20230614,3706,0.617085389,2023-06-14,71,55,0.408375315614369
20230615,4165,0.643980123,2023-06-15,78,62,0.523735955551915
20230616,2988,0.586431168,2023-06-16,82,65,0.376035767702953
20230619,6335,0.36498946,2023-06-19,72,66,0.503137303396411
20230620,7240,0.655968182,2023-06-20,75,61,0.650474617209123
20230621,4424,0.181558059,2023-06-21,62,64,0.518550052098606
20230623,4641,0.273533309,2023-06-23,90,80,0.557233434630477
20230626,4118,0.509028338,2023-06-26,79,80,0.526067852948023
20230627,4796,0.144619562,2023-06-27,76,72,0.477779468388661
20230628,5157,0.327399634,2023-06-28,69,69,0.727358039695284
20230629,5174,0.230887431,2023-06-29,77,65,0.536188796305138
20230630,5619,0.566535415,2023-06-30,53,62,0.445587760222995
20230703,5142,0.245073894,2023-07-03,54,84,0.62676481064247
20230704,6183,0.294399388,2023-07-04,77,58,0.700847383595031
20230705,4143,0.381393887,2023-07-05,63,64,0.599742089820945
20230706,3978,0.446392568,2023-07-06,58,63,0.481991579571496
20230707,4633,0.335140986,2023-07-07,64,59,0.498303701411123
20230710,6688,0.806304405,2023-07-10,73,79,0.565885789523954
20230711,5763,0.491768151,2023-07-11,78,60,0.452353968944239
20230713,4786,0.248325105,2023-07-13,70,74,0.538086748511895
20230714,6335,0.679234587,2023-07-14,59,45,0.595745600293512
20230717,4440,0.504354911,2023-07-17,75,108,0.416270557149597
20230718,7157,0.67147209,2023-07-18,74,71,0.531161246429319
20230719,6390,0.281905287,2023-07-19,66,77,0.281905286793223
20230720,4313,0.448642557,2023-07-20,70,69,0.469072194876878
20230721,6085,0.299202418,2023-07-21,75,61,0.533697135655776
20230725,6123,0.476687117,2023-07-25,77,60,0.330630698709384
20230726,3814,0.654823761,2023-07-26,70,46,0.253396795586399
20230727,4821,0.620067911,2023-07-27,70,72,0.524325082548287
20230728,4861,0.266218061,2023-07-28,66,67,0.506013923002326
20230731,5229,0.67281416,2023-07-31,82,71,0.609773871185987
20230801,7293,0.548888683,2023-08-01,69,52,0.589682349886583
20230802,5623,0.638845791,2023-08-02,70,50,0.636442822127238
20230803,5172,0.48563007,2023-08-03,70,65,0.54950782407885
20230804,3585,0.269026869,2023-08-04,77,70,0.474493925338206
20230807,4397,0.554103015,2023-08-07,77,89,0.467896701499172
20230808,5868,0.648686913,2023-08-08,62,76,0.488268748275612
20230809,6169,0.169845416,2023-08-09,56,77,0.614816046447857
20230810,4885,0.177492907,2023-08-10,62,61,0.490082061200038
20230811,3676,0.276896707,2023-08-11,79,69,0.427701030554979
20230814,3302,0.13489295,2023-08-14,59,60,0.134892950254128
20230815,4530,0.41406926,2023-08-15,60,60,0.576936120364977
20230816,4017,0.230958473,2023-08-16,65,57,0.243489976104187
20230817,5036,0.610094749,2023-08-17,57,61,0.621019030964893
20230818,3446,0.263766752,2023-08-18,88,74,0.429018724975379
20230821,5390,0.267002986,2023-08-21,63,60,0.486922507920991
20230822,6603,0.599358071,2023-08-22,68,47,0.473815753822741
20230823,7053,0.516548371,2023-08-23,65,60,0.824545022210349
20230824,3922,0.382199663,2023-08-24,68,78,0.325064887637677
20230825,5998,0.495692688,2023-08-25,74,69,0.551300403022248
20230828,5931,0.401354983,2023-08-28,100,73,0.752958808826364
20230829,6356,0.161031007,2023-08-29,79,76,0.554668412104897
20230830,5191,0.73562849,2023-08-30,69,71,0.505381859631642
20230831,5101,0.199089756,2023-08-31,75,63,0.610028435134369
20230904,2657,0.307835038,2023-09-04,93,60,0.331664519672808
20230905,5768,0.447880216,2023-09-05,69,61,0.330023334032815
20230906,4282,0.177919686,2023-09-06,68,54,0.422022504158642
20230907,4024,0.150761079,2023-09-07,71,63,0.507880803605784
20230908,4500,0.111880106,2023-09-08,69,63,0.493966598977213
20230913,3717,0.591784,2023-09-13,63,65,0.42257844503807
20230914,3616,0.151759335,2023-09-14,61,63,0.531597658551258
20230918,5928,0.381293271,2023-09-18,65,61,0.456102942902109
20230921,5179,0.224661568,2023-09-21,76,56,0.3916327727748
20230926,6337,0.275932636,2023-09-26,93,65,0.695302306504353
20230927,5034,0.495584848,2023-09-27,81,74,0.49743598724189
20230928,4815,0.661326301,2023-09-28,73,83,0.628755860186141
20230929,4811,0.119987658,2023-09-29,61,67,0.426786797085534
20231002,6411,0.418788444,2023-10-02,58,60,0.524225582933944
20231003,5792,0.598154912,2023-10-03,71,63,0.480730213445166
20231004,4899,0.178420165,2023-10-04,65,65,0.515297284009664
20231005,4174,0.280703713,2023-10-05,65,75,0.361439338741095
20231006,3850,0.275558661,2023-10-06,65,61,0.334296090641747
20231009,6655,0.347613533,2023-10-09,60,62,0.476551993217157
20231010,5613,0.497133729,2023-10-10,47,56,0.422869131927905
20231011,3407,0.336535449,2023-10-11,55,50,0.330279571971168
20231013,4251,0.25381453,2023-10-13,67,68,0.513229583346325
20231017,5256,0.553753298,2023-10-17,91,61,0.46500680744648
20231018,5517,0.180480083,2023-10-18,72,80,0.697779341767663
20231019,4421,0.161937546,2023-10-19,63,63,0.613401730501133
20231020,4376,0.333930104,2023-10-20,73,70,0.502850845533868
20231023,4206,0.806903802,2023-10-23,81,97,0.806903802021956
20231024,5181,0.295536057,2023-10-24,56,68,0.448487698215505
20231026,6090,0.251126483,2023-10-26,67,57,0.5474640879035
20231027,5555,0.349272838,2023-10-27,78,58,0.465206922668478
20231030,7619,0.213501988,2023-10-30,71,65,0.494619924957338
20231031,5156,0.375979968,2023-10-31,89,69,0.424420421369698
20231101,5056,0.344055658,2023-11-01,53,56,0.410398024126239
20231103,4604,0.285751703,2023-11-03,79,80,0.429682682260223
20231106,6588,0.668705601,2023-11-06,86,66,0.369926996516145
20231108,7739,0.295453943,2023-11-08,68,63,0.553830653545649
20231109,5799,0.346748608,2023-11-09,78,76,0.39939479995033
20231110,5541,0.559698018,2023-11-10,67,60,0.502323215642701
20231113,5894,0.407938903,2023-11-13,61,58,0.38585098762875
20231114,9378,0.545114217,2023-11-14,54,56,0.500189553900905
20231115,3358,0.166072301,2023-11-15,71,63,0.360610096972922
20231121,5560,0.191265674,2023-11-21,64,58,0.36114160347244
20231122,3972,0.38476357,2023-11-22,64,53,0.397731441285299
20231123,5496,0.295207456,2023-11-23,56,59,0.262212026767109
20231124,6470,0.554768205,2023-11-24,64,58,0.409283969117248
20231127,4787,0.339682021,2023-11-27,78,63,0.4535243522473
20231128,4720,0.570675927,2023-11-28,64,62,0.39657609452372
20231129,6053,0.375897326,2023-11-29,79,56,0.574504605881546
20231130,5224,0.775662283,2023-11-30,73,62,0.555656888497912
20231201,2668,0.199855563,2023-12-01,63,58,0.306461983945059
20231204,5802,0.327081664,2023-12-04,77,60,0.492762618401776
20231205,4490,0.13636428,2023-12-05,58,75,0.48126365824886
20231206,4537,0.822328013,2023-12-06,57,53,0.391380205867083
20231207,4458,0.507835224,2023-12-07,67,62,0.32852766804721
20231208,4565,0.183629549,2023-12-08,95,62,0.3791212542679
20231211,5747,0.691007788,2023-12-11,65,58,0.46943559754154
20231213,6880,0.607065062,2023-12-13,64,56,0.436114504142948
20231214,6244,0.434254789,2023-12-14,74,58,0.526804878426635
20231215,5244,0.14593335,2023-12-15,67,64,0.373283757560927
20231218,6228,0.56066206,2023-12-18,57,67,0.548622371489587
20231219,5051,0.538805096,2023-12-19,59,62,0.484812282038772
20231220,5504,0.418708033,2023-12-20,59,40,0.376917872312276
20231221,3480,0.102671678,2023-12-21,59,57,0.255930746508681
20231222,6121,0.256431123,2023-12-22,65,52,0.326576118793177
20231226,5256,0.460452821,2023-12-26,59,45,0.396729103080604
20231229,6617,0.309669231,2023-12-29,73,56,0.480838053641112
20240102,6038,0.485666898,2024-01-02,58,58,0.580372909877611
20240103,3901,0.5762788,2024-01-03,68,59,0.357748132121304
20240104,6151,0.607131845,2024-01-04,66,53,0.648181368423545
20240105,4915,0.614954665,2024-01-05,56,65,0.307929632624854
20240108,4097,0.105199712,2024-01-08,77,72,0.328847870023354
20240109,6443,0.246506183,2024-01-09,75,55,0.680355631851632
20240110,5874,0.197733428,2024-01-10,74,56,0.292831124145052
20240111,5479,0.243131449,2024-01-11,51,56,0.712589982709159
20240112,3919,0.28192831,2024-01-12,61,54,0.493524195733278
20240115,5296,0.346166588,2024-01-15,78,80,0.580835812156615
20240117,4930,0.241698058,2024-01-17,72,53,0.654382238426934
20240118,5523,0.38981993,2024-01-18,54,56,0.669060957211515
20240119,4372,0.340063808,2024-01-19,61,56,0.415585924620214
20240122,5736,0.614801127,2024-01-22,73,57,0.488920958262423
20240124,3555,0.514760256,2024-01-24,86,57,0.501797347846238
20240125,5889,0.162559374,2024-01-25,69,58,0.425653946399689
20240126,4842,0.650250537,2024-01-26,74,58,0.459445460348026
20240129,6676,0.547924641,2024-01-29,91,67,0.699568220312181
20240131,7274,0.485559058,2024-01-31,77,49,0.880093648109747
20240201,5701,0.368787009,2024-02-01,69,52,0.576820350742858
20240202,4985,0.141759932,2024-02-02,76,60,0.586380360618882
20240206,5904,0.230887431,2024-02-06,78,68,0.678881463421428
20240208,5161,0.13150551,2024-02-08,62,45,0.573762411591799
20240212,5451,0.381943278,2024-02-12,80,67,0.499478842369888
20240213,4940,0.444185661,2024-02-13,82,69,0.519879611290019
20240214,6419,0.473282221,2024-02-14,61,61,0.622235169993794
20240215,6998,0.57878632,2024-02-15,59,56,0.406487524820411
20240216,5537,0.131661984,2024-02-16,71,49,0.62786735329939
20240219,5169,0.539876978,2024-02-19,63,67,0.495051755633043
20240220,7456,0.549147417,2024-02-20,57,52,0.5431902446695
20240222,4650,0.452685625,2024-02-22,59,99,0.438631362746591
20240223,5733,0.228960683,2024-02-23,87,61,0.719075254797935
